,VAR,BURGLARY-THEFT-MOTOR_VEHICLE_THEFT,HOMICIDE-ASSAULT-BATTERY,lat1,lat2,lon1,lon2
41.7999#-87.6731,773,3112,5308,41.79849,41.80126,-87.67487,-87.67135999999999
41.7999#-87.6696,774,3113,5309,41.79849,41.80126,-87.67135999999999,-87.66784
41.7999#-87.6661,775,3114,5310,41.79849,41.80126,-87.66784,-87.66431999999999
41.7999#-87.6626,776,3115,5311,41.79849,41.80126,-87.66431999999999,-87.6608
41.7999#-87.6555,777,3116,5312,41.79849,41.80126,-87.65729,-87.65377
41.7999#-87.6485,778,3117,5313,41.79849,41.80126,-87.65025,-87.64673
41.7999#-87.6450,779,3118,5314,41.79849,41.80126,-87.64673,-87.64322
41.7999#-87.6239,780,3119,5315,41.79849,41.80126,-87.62563,-87.62210999999999
41.7999#-87.6168,781,3120,5316,41.79849,41.80126,-87.61859,-87.61508
41.7999#-87.6028,783,3122,5317,41.79849,41.80126,-87.60452,-87.60101
41.7999#-87.5922,786,3125,5318,41.79849,41.80126,-87.59397,-87.59045
41.7999#-87.5887,787,3126,5319,41.79849,41.80126,-87.59045,-87.58693000000001
41.7999#-87.5852,788,3127,5320,41.79849,41.80126,-87.58693000000001,-87.58341999999999
41.8026#-87.7224,792,3131,5321,41.80126,41.80402,-87.72412,-87.7206
41.8026#-87.6731,795,3134,5322,41.80126,41.80402,-87.67487,-87.67135999999999
41.8026#-87.6696,796,3135,5323,41.80126,41.80402,-87.67135999999999,-87.66784
41.8026#-87.6661,797,3136,5324,41.80126,41.80402,-87.66784,-87.66431999999999
41.8026#-87.6626,798,3137,5325,41.80126,41.80402,-87.66431999999999,-87.6608
41.8026#-87.6555,799,3138,5326,41.80126,41.80402,-87.65729,-87.65377
41.8026#-87.6450,800,3139,5327,41.80126,41.80402,-87.64673,-87.64322
41.8026#-87.6239,801,3140,5328,41.80126,41.80402,-87.62563,-87.62210999999999
41.8026#-87.6204,802,3141,5329,41.80126,41.80402,-87.62210999999999,-87.61859
41.8026#-87.6168,803,3142,5330,41.80126,41.80402,-87.61859,-87.61508
41.8026#-87.6133,804,3143,5331,41.80126,41.80402,-87.61508,-87.61156
41.8026#-87.6098,805,3144,5332,41.80126,41.80402,-87.61156,-87.60804
41.8026#-87.6063,806,3145,5333,41.80126,41.80402,-87.60804,-87.60452
41.8026#-87.6028,807,3146,5334,41.80126,41.80402,-87.60452,-87.60101
41.8026#-87.5922,810,3149,5335,41.80126,41.80402,-87.59397,-87.59045
41.8026#-87.5887,811,3150,5336,41.80126,41.80402,-87.59045,-87.58693000000001
41.8054#-87.6731,815,3154,5337,41.80402,41.806779999999996,-87.67487,-87.67135999999999
41.8054#-87.6696,816,3155,5338,41.80402,41.806779999999996,-87.67135999999999,-87.66784
41.8054#-87.6661,817,3156,5339,41.80402,41.806779999999996,-87.66784,-87.66431999999999
41.8054#-87.6626,818,3157,5340,41.80402,41.806779999999996,-87.66431999999999,-87.6608
41.8054#-87.6239,819,3158,5341,41.80402,41.806779999999996,-87.62563,-87.62210999999999
41.8054#-87.6204,820,3159,5342,41.80402,41.806779999999996,-87.62210999999999,-87.61859
41.8054#-87.6098,823,3162,5343,41.80402,41.806779999999996,-87.61156,-87.60804
41.8054#-87.6063,824,3163,5344,41.80402,41.806779999999996,-87.60804,-87.60452
41.8054#-87.6028,825,3164,5345,41.80402,41.806779999999996,-87.60452,-87.60101
41.8082#-87.7224,830,3169,5346,41.806779999999996,41.80955,-87.72412,-87.7206
41.8082#-87.7048,832,3171,5347,41.806779999999996,41.80955,-87.70653,-87.70302
41.8082#-87.6837,836,3175,5348,41.806779999999996,41.80955,-87.68543000000001,-87.68191
41.8082#-87.6731,837,3176,5349,41.806779999999996,41.80955,-87.67487,-87.67135999999999
41.8082#-87.6696,838,3177,5350,41.806779999999996,41.80955,-87.67135999999999,-87.66784
41.8082#-87.6661,839,3178,5351,41.806779999999996,41.80955,-87.66784,-87.66431999999999
41.8082#-87.6626,840,3179,5352,41.806779999999996,41.80955,-87.66431999999999,-87.6608
41.8082#-87.6450,841,3180,5353,41.806779999999996,41.80955,-87.64673,-87.64322
41.8082#-87.6415,842,3181,5354,41.806779999999996,41.80955,-87.64322,-87.6397
41.8082#-87.6344,843,3182,5355,41.806779999999996,41.80955,-87.63618000000001,-87.63266
41.8082#-87.6239,845,3184,5356,41.806779999999996,41.80955,-87.62563,-87.62210999999999
41.8082#-87.6204,846,3185,5357,41.806779999999996,41.80955,-87.62210999999999,-87.61859
41.8082#-87.6168,847,3186,5358,41.806779999999996,41.80955,-87.61859,-87.61508
41.8082#-87.6133,848,3187,5359,41.806779999999996,41.80955,-87.61508,-87.61156
41.8082#-87.6098,849,3188,5360,41.806779999999996,41.80955,-87.61156,-87.60804
41.8082#-87.6063,850,3189,5361,41.806779999999996,41.80955,-87.60804,-87.60452
41.8082#-87.6028,851,3190,5362,41.806779999999996,41.80955,-87.60452,-87.60101
41.8109#-87.7435,854,3193,5363,41.80955,41.81231,-87.74523,-87.74171
41.8109#-87.6907,856,3195,5364,41.80955,41.81231,-87.69246,-87.68894
41.8109#-87.6696,860,3199,5365,41.80955,41.81231,-87.67135999999999,-87.66784
41.8109#-87.6661,861,3200,5366,41.80955,41.81231,-87.66784,-87.66431999999999
41.8109#-87.6204,864,3203,5367,41.80955,41.81231,-87.62210999999999,-87.61859
41.8109#-87.6168,865,3204,5368,41.80955,41.81231,-87.61859,-87.61508
41.8109#-87.6063,866,3205,5369,41.80955,41.81231,-87.60804,-87.60452
41.8109#-87.6028,867,3206,5370,41.80955,41.81231,-87.60452,-87.60101
41.8109#-87.5993,868,3207,5371,41.80955,41.81231,-87.60101,-87.59749000000001
41.8109#-87.5957,869,3208,5372,41.80955,41.81231,-87.59749000000001,-87.59397
41.8137#-87.6942,874,3213,5373,41.81231,41.81508,-87.69598,-87.69246
41.8137#-87.6907,875,3214,5374,41.81231,41.81508,-87.69246,-87.68894
41.8137#-87.6239,877,3216,5375,41.81231,41.81508,-87.62563,-87.62210999999999
41.8137#-87.6204,878,3217,5376,41.81231,41.81508,-87.62210999999999,-87.61859
41.8137#-87.6168,879,3218,5377,41.81231,41.81508,-87.61859,-87.61508
41.8137#-87.6098,881,3220,5378,41.81231,41.81508,-87.61156,-87.60804
41.8137#-87.6063,882,3221,5379,41.81231,41.81508,-87.60804,-87.60452
41.8137#-87.6028,883,3222,5380,41.81231,41.81508,-87.60452,-87.60101
41.8137#-87.5993,884,3223,5381,41.81231,41.81508,-87.60101,-87.59749000000001
41.8165#-87.7013,886,3225,5382,41.81508,41.817840000000004,-87.70302,-87.6995
41.8165#-87.6344,890,3229,5383,41.81508,41.817840000000004,-87.63618000000001,-87.63266
41.8165#-87.6239,891,3230,5384,41.81508,41.817840000000004,-87.62563,-87.62210999999999
41.8165#-87.6204,892,3231,5385,41.81508,41.817840000000004,-87.62210999999999,-87.61859
41.8165#-87.6168,893,3232,5386,41.81508,41.817840000000004,-87.61859,-87.61508
41.8165#-87.6133,894,3233,5387,41.81508,41.817840000000004,-87.61508,-87.61156
41.8165#-87.6098,895,3234,5388,41.81508,41.817840000000004,-87.61156,-87.60804
41.8165#-87.6063,896,3235,5389,41.81508,41.817840000000004,-87.60804,-87.60452
41.8165#-87.6028,897,3236,5390,41.81508,41.817840000000004,-87.60452,-87.60101
41.8165#-87.5993,898,3237,5391,41.81508,41.817840000000004,-87.60101,-87.59749000000001
41.8192#-87.7013,899,3238,5392,41.817840000000004,41.8206,-87.70302,-87.6995
41.8192#-87.6942,900,3239,5393,41.817840000000004,41.8206,-87.69598,-87.69246
41.8192#-87.6872,901,3240,5394,41.817840000000004,41.8206,-87.68894,-87.68543000000001
41.8192#-87.6204,904,3243,5395,41.817840000000004,41.8206,-87.62210999999999,-87.61859
41.8192#-87.6168,905,3244,5396,41.817840000000004,41.8206,-87.61859,-87.61508
41.8192#-87.6133,906,3245,5397,41.817840000000004,41.8206,-87.61508,-87.61156
41.8192#-87.6098,907,3246,5398,41.817840000000004,41.8206,-87.61156,-87.60804
41.8220#-87.7013,910,3249,5399,41.8206,41.823370000000004,-87.70302,-87.6995
41.8220#-87.6942,911,3250,5400,41.8206,41.823370000000004,-87.69598,-87.69246
41.8220#-87.6274,913,3252,5401,41.8206,41.823370000000004,-87.62915,-87.62563
41.8220#-87.6204,914,3253,5402,41.8206,41.823370000000004,-87.62210999999999,-87.61859
41.8220#-87.6168,915,3254,5403,41.8206,41.823370000000004,-87.61859,-87.61508
41.8220#-87.6028,917,3256,5404,41.8206,41.823370000000004,-87.60452,-87.60101
41.8248#-87.6239,919,3258,5405,41.823370000000004,41.82613,-87.62563,-87.62210999999999
41.8248#-87.6204,920,3259,5406,41.823370000000004,41.82613,-87.62210999999999,-87.61859
41.8248#-87.6168,921,3260,5407,41.823370000000004,41.82613,-87.61859,-87.61508
41.8248#-87.6133,922,3261,5408,41.823370000000004,41.82613,-87.61508,-87.61156
41.8248#-87.6063,923,3262,5409,41.823370000000004,41.82613,-87.60804,-87.60452
41.8275#-87.6696,925,3264,5410,41.82613,41.82889,-87.67135999999999,-87.66784
41.8275#-87.6239,929,3268,5411,41.82613,41.82889,-87.62563,-87.62210999999999
41.8275#-87.6204,930,3269,5412,41.82613,41.82889,-87.62210999999999,-87.61859
41.8275#-87.6168,931,3270,5413,41.82613,41.82889,-87.61859,-87.61508
41.8275#-87.6133,932,3271,5414,41.82613,41.82889,-87.61508,-87.61156
41.8303#-87.6837,933,3272,5415,41.82889,41.83166,-87.68543000000001,-87.68191
41.8303#-87.6766,935,3274,5416,41.82889,41.83166,-87.67839000000001,-87.67487
41.8303#-87.6696,937,3276,5417,41.82889,41.83166,-87.67135999999999,-87.66784
41.8303#-87.6274,940,3279,5418,41.82889,41.83166,-87.62915,-87.62563
41.8303#-87.6239,941,3280,5419,41.82889,41.83166,-87.62563,-87.62210999999999
41.8303#-87.6204,942,3281,5420,41.82889,41.83166,-87.62210999999999,-87.61859
41.8303#-87.6168,943,3282,5421,41.82889,41.83166,-87.61859,-87.61508
41.8303#-87.6133,944,3283,5422,41.82889,41.83166,-87.61508,-87.61156
41.8303#-87.6098,945,3284,5423,41.82889,41.83166,-87.61156,-87.60804
41.8303#-87.6063,946,3285,5424,41.82889,41.83166,-87.60804,-87.60452
41.8330#-87.6485,948,3287,5425,41.83166,41.83442,-87.65025,-87.64673
41.8330#-87.6450,949,3288,5426,41.83166,41.83442,-87.64673,-87.64322
41.8330#-87.6204,952,3291,5427,41.83166,41.83442,-87.62210999999999,-87.61859
41.8330#-87.6168,953,3292,5428,41.83166,41.83442,-87.61859,-87.61508
41.8358#-87.6520,958,3297,5429,41.83442,41.83719,-87.65377,-87.65025
41.8358#-87.6485,959,3298,5430,41.83442,41.83719,-87.65025,-87.64673
41.8386#-87.6485,964,3303,5431,41.83719,41.83995,-87.65025,-87.64673
41.8386#-87.6450,965,3304,5432,41.83719,41.83995,-87.64673,-87.64322
41.8386#-87.6168,970,3309,5433,41.83719,41.83995,-87.61859,-87.61508
41.8413#-87.7259,971,3310,5434,41.83995,41.84271,-87.72764000000001,-87.72412
41.8413#-87.7118,974,3313,5435,41.83995,41.84271,-87.71356999999999,-87.71005
41.8413#-87.7083,975,3314,5436,41.83995,41.84271,-87.71005,-87.70653
41.8413#-87.6274,979,3318,5437,41.83995,41.84271,-87.62915,-87.62563
41.8441#-87.7294,983,3322,5438,41.84271,41.84548,-87.73116,-87.72764000000001
41.8441#-87.7259,984,3323,5439,41.84271,41.84548,-87.72764000000001,-87.72412
41.8441#-87.7224,985,3324,5440,41.84271,41.84548,-87.72412,-87.7206
41.8441#-87.7188,986,3325,5441,41.84271,41.84548,-87.7206,-87.71709
41.8441#-87.7118,988,3327,5442,41.84271,41.84548,-87.71356999999999,-87.71005
41.8441#-87.7083,989,3328,5443,41.84271,41.84548,-87.71005,-87.70653
41.8441#-87.7048,990,3329,5444,41.84271,41.84548,-87.70653,-87.70302
41.8441#-87.6942,992,3331,5445,41.84271,41.84548,-87.69598,-87.69246
41.8441#-87.6274,995,3334,5446,41.84271,41.84548,-87.62915,-87.62563
41.8441#-87.6204,997,3336,5447,41.84271,41.84548,-87.62210999999999,-87.61859
41.8469#-87.7259,998,3337,5448,41.84548,41.848240000000004,-87.72764000000001,-87.72412
41.8469#-87.7224,999,3338,5449,41.84548,41.848240000000004,-87.72412,-87.7206
41.8469#-87.7153,1001,3340,5450,41.84548,41.848240000000004,-87.71709,-87.71356999999999
41.8469#-87.7118,1002,3341,5451,41.84548,41.848240000000004,-87.71356999999999,-87.71005
41.8469#-87.7083,1003,3342,5452,41.84548,41.848240000000004,-87.71005,-87.70653
41.8469#-87.7048,1004,3343,5453,41.84548,41.848240000000004,-87.70653,-87.70302
41.8469#-87.7013,1005,3344,5454,41.84548,41.848240000000004,-87.70302,-87.6995
41.8469#-87.6977,1006,3345,5455,41.84548,41.848240000000004,-87.6995,-87.69598
41.8469#-87.6942,1007,3346,5456,41.84548,41.848240000000004,-87.69598,-87.69246
41.8496#-87.7329,1010,3349,5457,41.848240000000004,41.851009999999995,-87.73467,-87.73116
41.8496#-87.7188,1011,3350,5458,41.848240000000004,41.851009999999995,-87.7206,-87.71709
41.8496#-87.7153,1012,3351,5459,41.848240000000004,41.851009999999995,-87.71709,-87.71356999999999
41.8496#-87.7118,1013,3352,5460,41.848240000000004,41.851009999999995,-87.71356999999999,-87.71005
41.8496#-87.7083,1014,3353,5461,41.848240000000004,41.851009999999995,-87.71005,-87.70653
41.8496#-87.7048,1015,3354,5462,41.848240000000004,41.851009999999995,-87.70653,-87.70302
41.8496#-87.7013,1016,3355,5463,41.848240000000004,41.851009999999995,-87.70302,-87.6995
41.8496#-87.6942,1017,3356,5464,41.848240000000004,41.851009999999995,-87.69598,-87.69246
41.8496#-87.6907,1018,3357,5465,41.848240000000004,41.851009999999995,-87.69246,-87.68894
41.8496#-87.6766,1020,3359,5466,41.848240000000004,41.851009999999995,-87.67839000000001,-87.67487
41.8496#-87.6274,1023,3362,5467,41.848240000000004,41.851009999999995,-87.62915,-87.62563
41.8524#-87.7329,1027,3366,5468,41.851009999999995,41.853770000000004,-87.73467,-87.73116
41.8524#-87.7294,1028,3367,5469,41.851009999999995,41.853770000000004,-87.73116,-87.72764000000001
41.8524#-87.7259,1029,3368,5470,41.851009999999995,41.853770000000004,-87.72764000000001,-87.72412
41.8524#-87.7224,1030,3369,5471,41.851009999999995,41.853770000000004,-87.72412,-87.7206
41.8524#-87.7188,1031,3370,5472,41.851009999999995,41.853770000000004,-87.7206,-87.71709
41.8524#-87.7153,1032,3371,5473,41.851009999999995,41.853770000000004,-87.71709,-87.71356999999999
41.8524#-87.7118,1033,3372,5474,41.851009999999995,41.853770000000004,-87.71356999999999,-87.71005
41.8524#-87.7083,1034,3373,5475,41.851009999999995,41.853770000000004,-87.71005,-87.70653
41.8524#-87.7048,1035,3374,5476,41.851009999999995,41.853770000000004,-87.70653,-87.70302
41.8524#-87.7013,1036,3375,5477,41.851009999999995,41.853770000000004,-87.70302,-87.6995
41.8524#-87.6977,1037,3376,5478,41.851009999999995,41.853770000000004,-87.6995,-87.69598
41.8524#-87.6942,1038,3377,5479,41.851009999999995,41.853770000000004,-87.69598,-87.69246
41.8524#-87.6907,1039,3378,5480,41.851009999999995,41.853770000000004,-87.69246,-87.68894
41.8524#-87.6872,1040,3379,5481,41.851009999999995,41.853770000000004,-87.68894,-87.68543000000001
41.8524#-87.6837,1041,3380,5482,41.851009999999995,41.853770000000004,-87.68543000000001,-87.68191
41.8524#-87.6801,1042,3381,5483,41.851009999999995,41.853770000000004,-87.68191,-87.67839000000001
41.8524#-87.6766,1043,3382,5484,41.851009999999995,41.853770000000004,-87.67839000000001,-87.67487
41.8524#-87.6731,1044,3383,5485,41.851009999999995,41.853770000000004,-87.67487,-87.67135999999999
41.8524#-87.6344,1046,3385,5486,41.851009999999995,41.853770000000004,-87.63618000000001,-87.63266
41.8524#-87.6274,1048,3387,5487,41.851009999999995,41.853770000000004,-87.62915,-87.62563
41.8552#-87.7329,1051,3390,5488,41.853770000000004,41.85653,-87.73467,-87.73116
41.8552#-87.7259,1052,3391,5489,41.853770000000004,41.85653,-87.72764000000001,-87.72412
41.8552#-87.7224,1053,3392,5490,41.853770000000004,41.85653,-87.72412,-87.7206
41.8552#-87.7188,1054,3393,5491,41.853770000000004,41.85653,-87.7206,-87.71709
41.8552#-87.7153,1055,3394,5492,41.853770000000004,41.85653,-87.71709,-87.71356999999999
41.8552#-87.7118,1056,3395,5493,41.853770000000004,41.85653,-87.71356999999999,-87.71005
41.8552#-87.7083,1057,3396,5494,41.853770000000004,41.85653,-87.71005,-87.70653
41.8552#-87.7048,1058,3397,5495,41.853770000000004,41.85653,-87.70653,-87.70302
41.8552#-87.7013,1059,3398,5496,41.853770000000004,41.85653,-87.70302,-87.6995
41.8552#-87.6942,1060,3399,5497,41.853770000000004,41.85653,-87.69598,-87.69246
41.8552#-87.6837,1061,3400,5498,41.853770000000004,41.85653,-87.68543000000001,-87.68191
41.8552#-87.6801,1062,3401,5499,41.853770000000004,41.85653,-87.68191,-87.67839000000001
41.8552#-87.6766,1063,3402,5500,41.853770000000004,41.85653,-87.67839000000001,-87.67487
41.8552#-87.6731,1064,3403,5501,41.853770000000004,41.85653,-87.67487,-87.67135999999999
41.8552#-87.6661,1065,3404,5502,41.853770000000004,41.85653,-87.66784,-87.66431999999999
41.8552#-87.6626,1066,3405,5503,41.853770000000004,41.85653,-87.66431999999999,-87.6608
41.8552#-87.6274,1071,3410,5504,41.853770000000004,41.85653,-87.62915,-87.62563
41.8552#-87.6239,1072,3411,5505,41.853770000000004,41.85653,-87.62563,-87.62210999999999
41.8579#-87.7259,1074,3413,5506,41.85653,41.8593,-87.72764000000001,-87.72412
41.8579#-87.7224,1075,3414,5507,41.85653,41.8593,-87.72412,-87.7206
41.8579#-87.7188,1076,3415,5508,41.85653,41.8593,-87.7206,-87.71709
41.8579#-87.7153,1077,3416,5509,41.85653,41.8593,-87.71709,-87.71356999999999
41.8579#-87.7118,1078,3417,5510,41.85653,41.8593,-87.71356999999999,-87.71005
41.8579#-87.7083,1079,3418,5511,41.85653,41.8593,-87.71005,-87.70653
41.8579#-87.6942,1080,3419,5512,41.85653,41.8593,-87.69598,-87.69246
41.8579#-87.6696,1081,3420,5513,41.85653,41.8593,-87.67135999999999,-87.66784
41.8579#-87.6661,1082,3421,5514,41.85653,41.8593,-87.66784,-87.66431999999999
41.8579#-87.6626,1083,3422,5515,41.85653,41.8593,-87.66431999999999,-87.6608
41.8579#-87.6590,1084,3423,5516,41.85653,41.8593,-87.6608,-87.65729
41.8579#-87.6555,1085,3424,5517,41.85653,41.8593,-87.65729,-87.65377
41.8579#-87.6520,1086,3425,5518,41.85653,41.8593,-87.65377,-87.65025
41.8579#-87.6239,1090,3429,5519,41.85653,41.8593,-87.62563,-87.62210999999999
41.8607#-87.7364,1091,3430,5520,41.8593,41.86206,-87.73819,-87.73467
41.8607#-87.7294,1092,3431,5521,41.8593,41.86206,-87.73116,-87.72764000000001
41.8607#-87.7259,1093,3432,5522,41.8593,41.86206,-87.72764000000001,-87.72412
41.8607#-87.7224,1094,3433,5523,41.8593,41.86206,-87.72412,-87.7206
41.8607#-87.7188,1095,3434,5524,41.8593,41.86206,-87.7206,-87.71709
41.8607#-87.7153,1096,3435,5525,41.8593,41.86206,-87.71709,-87.71356999999999
41.8607#-87.7118,1097,3436,5526,41.8593,41.86206,-87.71356999999999,-87.71005
41.8607#-87.7083,1098,3437,5527,41.8593,41.86206,-87.71005,-87.70653
41.8607#-87.7048,1099,3438,5528,41.8593,41.86206,-87.70653,-87.70302
41.8607#-87.6942,1100,3439,5529,41.8593,41.86206,-87.69598,-87.69246
41.8607#-87.6590,1102,3441,5530,41.8593,41.86206,-87.6608,-87.65729
41.8634#-87.7329,1107,3446,5531,41.86206,41.86482,-87.73467,-87.73116
41.8634#-87.7224,1108,3447,5532,41.86206,41.86482,-87.72412,-87.7206
41.8634#-87.7188,1109,3448,5533,41.86206,41.86482,-87.7206,-87.71709
41.8634#-87.7153,1110,3449,5534,41.86206,41.86482,-87.71709,-87.71356999999999
41.8634#-87.7118,1111,3450,5535,41.86206,41.86482,-87.71356999999999,-87.71005
41.8634#-87.7083,1112,3451,5536,41.86206,41.86482,-87.71005,-87.70653
41.8634#-87.7048,1113,3452,5537,41.86206,41.86482,-87.70653,-87.70302
41.8634#-87.6942,1114,3453,5538,41.86206,41.86482,-87.69598,-87.69246
41.8634#-87.6590,1115,3454,5539,41.86206,41.86482,-87.6608,-87.65729
41.8634#-87.6555,1116,3455,5540,41.86206,41.86482,-87.65729,-87.65377
41.8634#-87.6520,1117,3456,5541,41.86206,41.86482,-87.65377,-87.65025
41.8634#-87.6379,1119,3458,5542,41.86206,41.86482,-87.6397,-87.63618000000001
41.8662#-87.7716,1122,3461,5543,41.86482,41.86759,-87.77337,-87.76985
41.8662#-87.7329,1123,3462,5544,41.86482,41.86759,-87.73467,-87.73116
41.8662#-87.7294,1124,3463,5545,41.86482,41.86759,-87.73116,-87.72764000000001
41.8662#-87.7259,1125,3464,5546,41.86482,41.86759,-87.72764000000001,-87.72412
41.8662#-87.7224,1126,3465,5547,41.86482,41.86759,-87.72412,-87.7206
41.8662#-87.7188,1127,3466,5548,41.86482,41.86759,-87.7206,-87.71709
41.8662#-87.7153,1128,3467,5549,41.86482,41.86759,-87.71709,-87.71356999999999
41.8662#-87.7118,1129,3468,5550,41.86482,41.86759,-87.71356999999999,-87.71005
41.8662#-87.7083,1130,3469,5551,41.86482,41.86759,-87.71005,-87.70653
41.8662#-87.7048,1131,3470,5552,41.86482,41.86759,-87.70653,-87.70302
41.8662#-87.6942,1132,3471,5553,41.86482,41.86759,-87.69598,-87.69246
41.8662#-87.6872,1133,3472,5554,41.86482,41.86759,-87.68894,-87.68543000000001
41.8662#-87.6661,1134,3473,5555,41.86482,41.86759,-87.66784,-87.66431999999999
41.8662#-87.6590,1135,3474,5556,41.86482,41.86759,-87.6608,-87.65729
41.8662#-87.6555,1136,3475,5557,41.86482,41.86759,-87.65729,-87.65377
41.8662#-87.6274,1139,3478,5558,41.86482,41.86759,-87.62915,-87.62563
41.8662#-87.6239,1140,3479,5559,41.86482,41.86759,-87.62563,-87.62210999999999
41.8690#-87.7716,1142,3481,5560,41.86759,41.87035,-87.77337,-87.76985
41.8690#-87.7224,1143,3482,5561,41.86759,41.87035,-87.72412,-87.7206
41.8690#-87.7048,1144,3483,5562,41.86759,41.87035,-87.70653,-87.70302
41.8690#-87.7013,1145,3484,5563,41.86759,41.87035,-87.70302,-87.6995
41.8690#-87.6977,1146,3485,5564,41.86759,41.87035,-87.6995,-87.69598
41.8690#-87.6872,1147,3486,5565,41.86759,41.87035,-87.68894,-87.68543000000001
41.8690#-87.6801,1149,3488,5566,41.86759,41.87035,-87.68191,-87.67839000000001
41.8690#-87.6626,1151,3490,5567,41.86759,41.87035,-87.66431999999999,-87.6608
41.8690#-87.6590,1152,3491,5568,41.86759,41.87035,-87.6608,-87.65729
41.8690#-87.6274,1157,3496,5569,41.86759,41.87035,-87.62915,-87.62563
41.8717#-87.7435,1159,3498,5570,41.87035,41.87312,-87.74523,-87.74171
41.8717#-87.7329,1160,3499,5571,41.87035,41.87312,-87.73467,-87.73116
41.8717#-87.7294,1161,3500,5572,41.87035,41.87312,-87.73116,-87.72764000000001
41.8717#-87.7259,1162,3501,5573,41.87035,41.87312,-87.72764000000001,-87.72412
41.8717#-87.7224,1163,3502,5574,41.87035,41.87312,-87.72412,-87.7206
41.8717#-87.7188,1164,3503,5575,41.87035,41.87312,-87.7206,-87.71709
41.8717#-87.7153,1165,3504,5576,41.87035,41.87312,-87.71709,-87.71356999999999
41.8717#-87.7118,1166,3505,5577,41.87035,41.87312,-87.71356999999999,-87.71005
41.8717#-87.7083,1167,3506,5578,41.87035,41.87312,-87.71005,-87.70653
41.8717#-87.7048,1168,3507,5579,41.87035,41.87312,-87.70653,-87.70302
41.8717#-87.7013,1169,3508,5580,41.87035,41.87312,-87.70302,-87.6995
41.8717#-87.6977,1170,3509,5581,41.87035,41.87312,-87.6995,-87.69598
41.8717#-87.6942,1171,3510,5582,41.87035,41.87312,-87.69598,-87.69246
41.8717#-87.6872,1172,3511,5583,41.87035,41.87312,-87.68894,-87.68543000000001
41.8717#-87.6274,1179,3518,5584,41.87035,41.87312,-87.62915,-87.62563
41.8745#-87.7646,1181,3520,5585,41.87312,41.87588,-87.76633000000001,-87.76281
41.8745#-87.7611,1182,3521,5586,41.87312,41.87588,-87.76281,-87.7593
41.8745#-87.7575,1183,3522,5587,41.87312,41.87588,-87.7593,-87.75578
41.8745#-87.7540,1184,3523,5588,41.87312,41.87588,-87.75578,-87.75225999999999
41.8745#-87.7505,1185,3524,5589,41.87312,41.87588,-87.75225999999999,-87.74874
41.8745#-87.7470,1186,3525,5590,41.87312,41.87588,-87.74874,-87.74523
41.8745#-87.7435,1187,3526,5591,41.87312,41.87588,-87.74523,-87.74171
41.8745#-87.7364,1188,3527,5592,41.87312,41.87588,-87.73819,-87.73467
41.8745#-87.7294,1189,3528,5593,41.87312,41.87588,-87.73116,-87.72764000000001
41.8745#-87.7259,1190,3529,5594,41.87312,41.87588,-87.72764000000001,-87.72412
41.8745#-87.7224,1191,3530,5595,41.87312,41.87588,-87.72412,-87.7206
41.8745#-87.7188,1192,3531,5596,41.87312,41.87588,-87.7206,-87.71709
41.8745#-87.7153,1193,3532,5597,41.87312,41.87588,-87.71709,-87.71356999999999
41.8745#-87.7118,1194,3533,5598,41.87312,41.87588,-87.71356999999999,-87.71005
41.8745#-87.7083,1195,3534,5599,41.87312,41.87588,-87.71005,-87.70653
41.8745#-87.7048,1196,3535,5600,41.87312,41.87588,-87.70653,-87.70302
41.8745#-87.7013,1197,3536,5601,41.87312,41.87588,-87.70302,-87.6995
41.8745#-87.6942,1198,3537,5602,41.87312,41.87588,-87.69598,-87.69246
41.8745#-87.6872,1199,3538,5603,41.87312,41.87588,-87.68894,-87.68543000000001
41.8745#-87.6415,1205,3544,5604,41.87312,41.87588,-87.64322,-87.6397
41.8745#-87.6309,1207,3546,5605,41.87312,41.87588,-87.63266,-87.62915
41.8745#-87.6274,1208,3547,5606,41.87312,41.87588,-87.62915,-87.62563
41.8773#-87.7646,1210,3549,5607,41.87588,41.878640000000004,-87.76633000000001,-87.76281
41.8773#-87.7611,1211,3550,5608,41.87588,41.878640000000004,-87.76281,-87.7593
41.8773#-87.7575,1212,3551,5609,41.87588,41.878640000000004,-87.7593,-87.75578
41.8773#-87.7540,1213,3552,5610,41.87588,41.878640000000004,-87.75578,-87.75225999999999
41.8773#-87.7505,1214,3553,5611,41.87588,41.878640000000004,-87.75225999999999,-87.74874
41.8773#-87.7470,1215,3554,5612,41.87588,41.878640000000004,-87.74874,-87.74523
41.8773#-87.7435,1216,3555,5613,41.87588,41.878640000000004,-87.74523,-87.74171
41.8773#-87.7399,1217,3556,5614,41.87588,41.878640000000004,-87.74171,-87.73819
41.8773#-87.7364,1218,3557,5615,41.87588,41.878640000000004,-87.73819,-87.73467
41.8773#-87.7329,1219,3558,5616,41.87588,41.878640000000004,-87.73467,-87.73116
41.8773#-87.7294,1220,3559,5617,41.87588,41.878640000000004,-87.73116,-87.72764000000001
41.8773#-87.7259,1221,3560,5618,41.87588,41.878640000000004,-87.72764000000001,-87.72412
41.8773#-87.7224,1222,3561,5619,41.87588,41.878640000000004,-87.72412,-87.7206
41.8773#-87.7153,1223,3562,5620,41.87588,41.878640000000004,-87.71709,-87.71356999999999
41.8773#-87.7118,1224,3563,5621,41.87588,41.878640000000004,-87.71356999999999,-87.71005
